Направление подготовки: Лечебное дело,,,,,,,
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1384,3744997,10,,10,,2,Нет
1385,3746473,10,,10,,2,Нет
1386,3747507,10,,10,,2,Согласие
1387,3867228,10,,10,,2,Согласие
1388,4155622,10,,10,,2,Нет
1389,3718818,9,,9,,2,Нет
1390,4181052,9,,9,,2,Согласие
1391,4124068,8,,8,Пр.право,3,Нет
1392,4215266,8,,8,,2,Нет
1393,3745816,7,,7,,2,Нет
1394,3752042,7,,7,,2,Нет
1395,3774626,7,,7,,1,Нет
1396,3778529,7,,7,,3,Нет
1397,3591042,7,,7,,2,Нет
1398,3774298,6,,6,,2,Нет
1399,3577946,5,,5,,2,Нет
1400,3560813,5,,5,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1401,3707151,5,,5,,1,Нет
1402,3660992,5,,5,,1,Нет
1403,3751937,5,,5,,1,Нет
1404,3753428,5,,5,,1,Нет
1405,3607929,5,,5,,3,Нет
1406,3818281,5,,5,,1,Нет
1407,3840802,5,,5,,1,Нет
1408,3926514,5,,5,,2,Нет
1409,3941669,5,,5,,3,Нет
1410,4008946,5,,5,,1,Нет
1411,3988456,5,,5,,3,Нет
1412,4007307,5,,5,,1,Нет
1413,3767126,5,,5,,1,Нет
1414,3597862,5,,5,,2,Нет
1415,4096504,5,,5,,1,Согласие
1416,4122962,5,,5,,1,Согласие
1417,4086951,5,,5,,1,Согласие
1418,4127394,5,,5,,10,Нет
1419,3679920,5,,5,,2,Нет
1420,4155617,5,,5,,2,Согласие
1421,4183668,5,,5,,3,Согласие
1422,4159422,5,,5,,2,Согласие
1423,4187288,5,,5,,2,Согласие
1424,4191376,5,,5,,1,Согласие
1425,4171645,5,,5,,1,Нет
1426,3562884,5,,5,,1,Нет
1427,3606971,5,,5,,2,Согласие
1428,3741853,4,,4,,3,Согласие
1429,3742863,4,,4,,2,Нет
1430,3747247,4,,4,,2,Нет
1431,3782418,4,,4,,3,Нет
1432,4151852,4,,4,,2,Нет
1433,3591228,3,,3,,2,Нет
1434,3857906,3,,3,,2,Согласие
1435,4036131,3,,3,,3,Согласие
1436,4149355,3,,3,,1,Согласие
1437,4213791,3,,3,,1,Нет
1438,3644321,2,,2,,9,Нет
1439,3933607,1,,1,,2,Нет
1440,3606298,0,,0,Пр.право,1,Нет
1441,3622235,0,,0,Пр.право,1,Нет
1442,3838987,0,,0,Пр.право,1,Согласие
1443,4097346,0,,0,Пр.право,2,Нет
1444,3961366,0,,0,Пр.право,2,Нет
1445,4237786,0,,0,Пр.право,3,Согласие
1446,3581218,0,,0,,1,Нет
1447,3585037,0,,0,,2,Нет
1448,3588476,0,,0,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1449,3598137,0,,0,,2,Согласие
1450,3598788,0,,0,,2,Нет
1451,3603750,0,,0,,1,Нет
1452,3610623,0,,0,,2,Нет
1453,3628126,0,,0,,1,Нет
1454,3603604,0,,0,,1,Нет
1455,3625629,0,,0,,4,Нет
1456,3597217,0,,0,,1,Нет
1457,3621665,0,,0,,1,Нет
1458,3604713,0,,0,,2,Нет
1459,3638780,0,,0,,1,Нет
1460,3646949,0,,0,,1,Нет
1461,3656049,0,,0,,2,Нет
1462,3657198,0,,0,,1,Нет
1463,3655769,0,,0,,1,Нет
1464,3673323,0,,0,,1,Нет
1465,3685096,0,,0,,1,Нет
1466,3694362,0,,0,,1,Нет
1467,3697751,0,,0,,2,Нет
1468,3711472,0,,0,,1,Нет
1469,3594225,0,,0,,5,Нет
1470,3746056,0,,0,,3,Согласие
1471,3745303,0,,0,,1,Нет
1472,3753426,0,,0,,1,Нет
1473,3762075,0,,0,,2,Нет
1474,3793211,0,,0,,1,Нет
1475,3809278,0,,0,,2,Согласие
1476,3811093,0,,0,,1,Нет
1477,3812470,0,,0,,1,Согласие
1478,3561085,0,,0,,2,Нет
1479,3635418,0,,0,,1,Нет
1480,3824200,0,,0,,3,Нет
1481,3818933,0,,0,,1,Нет
1482,3825128,0,,0,,1,Нет
1483,3838166,0,,0,,2,Согласие
1484,3844626,0,,0,,1,Нет
1485,3889141,0,,0,,2,Согласие
1486,3867790,0,,0,,2,Нет
1487,3914352,0,,0,,2,Согласие
1488,3597141,0,,0,,3,Нет
1489,3911053,0,,0,,1,Нет
1490,3971575,0,,0,,1,Нет
1491,3916361,0,,0,,1,Нет
1492,3917984,0,,0,,2,Нет
1493,3822686,0,,0,,2,Нет
1494,3952821,0,,0,,3,Нет
1495,4007442,0,,0,,2,Нет
1496,3975569,0,,0,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1497,3996169,0,,0,,3,Нет
1498,3560355,0,,0,,1,Нет
1499,3953549,0,,0,,3,Нет
1500,3993798,0,,0,,3,Нет
1501,3572123,0,,0,,1,Нет
1502,4025046,0,,0,,1,Нет
1503,4029250,0,,0,,1,Нет
1504,4074289,0,"Биология - 0
Химия - 0 Русский язык - 0",0,,1,Нет
1505,4042598,0,,0,,4,Нет
1506,4046018,0,,0,,1,Нет
1507,4048487,0,,0,,2,Нет
1508,3904566,0,,0,,1,Нет
1509,4074636,0,,0,,1,Нет
1510,4079055,0,,0,,1,Нет
1511,4083646,0,,0,,2,Нет
1512,4096787,0,,0,,1,Нет
1513,3662144,0,,0,,2,Нет
1514,4104114,0,,0,,1,Нет
1515,4099531,0,,0,,1,Нет
1516,4110518,0,,0,,1,Нет
1517,4110757,0,,0,,1,Нет
1518,4128572,0,,0,,1,Нет
1519,4140028,0,,0,,1,Нет
1520,4061157,0,,0,,1,Нет
1521,4158310,0,,0,,1,Нет
1522,3580534,0,,0,,1,Нет
1523,4166674,0,,0,,2,Нет
1524,4159315,0,,0,,2,Нет
1525,4168446,0,,0,,1,Нет
1526,3781245,0,,0,,2,Согласие
1527,3662248,0,,0,,3,Нет
1528,4174576,0,,0,,3,Нет
1529,4174666,0,,0,,2,Нет
1530,3704471,0,,0,,2,Нет
1531,4115713,0,,0,,1,Нет
1532,4192541,0,,0,,4,Нет
1533,4187864,0,,0,,1,Нет
1534,4213302,0,,0,,2,Согласие
1535,4204907,0,,0,,2,Согласие
1536,4216380,0,,0,,1,Нет
1537,4229632,0,,0,,2,Нет
1538,4238654,0,,0,,3,Согласие
1539,3589549,0,,0,,1,Нет
1540,3750076,0,,0,,2,Нет
1541,4244847,0,,0,,3,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА УФСИН ПО РЕСПУБЛИКЕ МОРДОВИЯ)
(Специалитет)",,,,,,,
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
Мест: 2,,,,,,,
Предложение РвР № 205087,,,,,,,
1,3604306,192,"Биология - 61
Химия - 49 Русский язык - 73",9,,1,Нет
2,3658898,171,"Биология - 75
Химия - 53 Русский язык - 43",0,,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ОСОБАЯ КВОТА) (Специалитет)
Мест: 33",,,,,,,
Конкурсная группа: ОСНОВНЫЕ МЕСТА,,,,,,,
1,3973989,290,"Биология - 96
Химия - 100 Русский язык - 89",5,,5,Нет
2,3987191,288,"Биология - 85
Химия - 99 Русский язык - 94",10,Пр.право,1,Нет
3,3771948,273,"Биология - 81
Химия - 95 Русский язык - 89",8,Пр.право,2,Нет
4,4141241,262,"Биология - 80
Химия - 91 Русский язык - 81",10,,2,Согласие
5,3970071,255,"Биология - 72
Химия - 86 Русский язык - 89",8,Пр.право,3,Согласие
6,3617003,248,"Биология - 83
Химия - 90 Русский язык - 75",0,Пр.право,1,Нет
7,3872714,241,"Биология - 81
Химия - 88 Русский язык - 72",0,Пр.право,2,Нет
8,4171693,241,"Биология - 79
Химия - 73 Русский язык - 81",8,,1,Согласие
9,3634276,237,"Биология - 78
Химия - 73 Русский язык - 78",8,Пр.право,1,Нет
10,4062760,233,"Биология - 73
Химия - 82 Русский язык - 78",0,,7,Нет
11,3922396,232,"Биология - 75
Химия - 82 Русский язык - 75",0,Пр.право,2,Нет
12,3560162,227,"Биология - 76
Химия - 68 Русский язык - 78",5,,1,Нет
13,3962580,225,"Биология - 77
Химия - 68 Русский язык - 70",10,,1,Нет
14,3877179,223,"Биология - 76
Химия - 77 Русский язык - 63",7,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
15,3575440,223,"Биология - 74
Химия - 82 Русский язык - 67",0,Пр.право,1,Нет
16,3605098,220,"Биология - 64
Химия - 78 Русский язык - 73",5,Пр.право,1,Нет
17,4106755,216,"Биология - 70
Химия - 58 Русский язык - 83",5,Пр.право,2,Нет
18,3942510,212,"Биология - 63
Химия - 74 Русский язык - 66",9,,1,Нет
19,3614490,211,"Биология - 68
Химия - 66 Русский язык - 72",5,,1,Нет
20,3925642,207,"Биология - 78
Химия - 74 Русский язык - 55",0,,1,Нет
21,4209496,205,"Биология - 73
Химия - 47 Русский язык - 75",10,Пр.право,1,Нет
22,3886839,204,"Биология - 58
Химия - 69 Русский язык - 70",7,Пр.право,1,Нет
23,3816502,203,"Биология - 55
Химия - 61 Русский язык - 87",0,Пр.право,2,Нет
24,3761320,200,"Биология - 53
Химия - 78 Русский язык - 66",3,,2,Нет
25,4098904,199,"Биология - 72
Химия - 61 Русский язык - 66",0,,3,Нет
26,4049705,198,"Биология - 71
Химия - 57 Русский язык - 70",0,Пр.право,1,Нет
27,3619005,198,"Биология - 68
Химия - 58 Русский язык - 72",0,,1,Нет
28,3939317,189,"Биология - 65
Химия - 64 Русский язык - 57",3,,1,Нет
29,3944582,185,"Биология - 48
Химия - 62 Русский язык - 70",5,Пр.право,1,Нет
30,3948349,184,"Биология - 50
Химия - 64 Русский язык - 63",7,,2,Нет
31,3842437,183,"Биология - 71
Химия - 43 Русский язык - 69",0,,2,Нет
32,3933435,175,"Биология - 53
Химия - 53 Русский язык - 69",0,,1,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
33,4108574,173,"Биология - 51
Химия - 70 Русский язык - 52",0,Пр.право,2,Нет
34,4156688,166,"Биология - 51
Химия - 52 Русский язык - 63",0,Пр.право,2,Нет
35,3909136,164,"Биология - 41
Химия - 47 Русский язык - 70",6,Пр.право,2,Нет
36,3890801,158,"Биология - 55
Химия - 49 Русский язык - 51",3,Пр.право,2,Нет
37,3895250,130,"Биология - 41
Химия - 43 Русский язык - 46",0,Пр.право,1,Нет
38,3736995,125,"Биология - 41
Химия - 44 Русский язык - 40",0,Пр.право,1,Нет
39,3761159,92,"Биология - 46
Химия - 0 Русский язык - 46",0,Пр.право,2,Нет
40,4150811,84,Биология - 39 Русский язык - 45,0,,1,Нет
41,3928852,65,Русский язык - 55,10,Пр.право,1,Нет
42,3606298,0,,0,Пр.право,1,Нет
43,3622235,0,,0,Пр.право,1,Нет
44,3717501,0,,0,Пр.право,2,Нет
45,3838987,0,,0,Пр.право,1,Согласие
46,4097346,0,,0,Пр.право,2,Нет
47,4183028,0,,0,Пр.право,1,Нет
48,3586467,0,,0,,1,Нет
49,3917984,0,,0,,2,Нет
50,4079055,0,,0,,1,Нет
51,4110518,0,,0,,1,Нет
52,4133233,0,,0,,1,Нет
53,4151940,0,,0,,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ОТДЕЛЬНАЯ КВОТА) (Специалитет)
Мест: 33",,,,,,,
Конкурсная группа: ОСНОВНЫЕ МЕСТА,,,,,,,
1,3785711,-,БПВИ,8,Пр.право,8,Нет
2,3920265,-,БПВИ,10,,2,Нет
3,3634867,-,БПВИ,10,Пр.право,1,Согласие
4,3948332,-,БПВИ,8,Пр.право,3,Нет
5,3970986,-,БПВИ,0,,2,Нет
6,3985711,-,БПВИ,8,,5,Нет
7,4023383,-,БПВИ,0,Пр.право,2,Нет
8,3992134,-,БПВИ,6,,1,Нет
9,4224368,-,БПВИ,0,Пр.право,2,Нет
10,3822437,-,БПВИ,0,,3,Нет
11,4148074,-,БПВИ,5,,1,Согласие
12,4187111,-,БПВИ,5,,2,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
13,3762264,285,"Биология - 91
Химия - 100 Русский язык - 89",5,,2,Нет
14,4194149,282,"Биология - 85
Химия - 93 Русский язык - 94",10,,2,Нет
15,4057205,278,"Биология - 95
Химия - 84 Русский язык - 89",10,,1,Нет
16,3902318,278,"Биология - 78
Химия - 99 Русский язык - 91",10,,4,Нет
17,3833901,270,"Биология - 81
Химия - 88 Русский язык - 91",10,,1,Нет
18,3585459,269,"Биология - 91
Химия - 95 Русский язык - 78",5,,4,Нет
19,4225079,269,"Биология - 85
Химия - 91 Русский язык - 83",10,,2,Нет
20,4011444,264,"Биология - 83
Химия - 99 Русский язык - 72",10,,2,Нет
21,4229949,261,"Биология - 79
Химия - 80 Русский язык - 94",8,,1,Нет
22,3975790,260,"Биология - 80
Химия - 97 Русский язык - 73",10,Пр.право,1,Нет
23,3721623,256,"Биология - 77
Химия - 82 Русский язык - 89",8,,2,Нет
24,3898603,252,"Биология - 78
Химия - 88 Русский язык - 78",8,Пр.право,2,Нет
25,3598925,252,"Биология - 76
Химия - 93 Русский язык - 73",10,,3,Нет
26,4055500,252,"Биология - 73
Химия - 97 Русский язык - 72",10,,1,Нет
27,3617003,248,"Биология - 83
Химия - 90 Русский язык - 75",0,Пр.право,1,Нет
28,4177911,248,"Биология - 74
Химия - 78 Русский язык - 86",10,,1,Нет
29,4094309,247,"Биология - 65
Химия - 86 Русский язык - 91",5,,1,Нет
30,4105781,246,"Биология - 81
Химия - 79 Русский язык - 83",3,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
31,3898344,245,"Биология - 80
Химия - 82 Русский язык - 75",8,,1,Нет
32,3875116,245,"Биология - 74
Химия - 90 Русский язык - 73",8,Пр.право,2,Нет
33,3914644,243,"Биология - 68
Химия - 79 Русский язык - 86",10,,1,Нет
34,3912060,242,"Биология - 74
Химия - 82 Русский язык - 86",0,Пр.право,2,Нет
35,3999769,242,"Биология - 70
Химия - 93 Русский язык - 69",10,,1,Согласие
36,4107246,241,"Биология - 81
Химия - 69 Русский язык - 86",5,,1,Нет
37,4098235,238,"Биология - 63
Химия - 80 Русский язык - 86",9,,4,Нет
38,4241321,235,"Биология - 86
Химия - 77 Русский язык - 67",5,,3,Нет
39,4086001,234,"Биология - 77
Химия - 77 Русский язык - 75",5,,1,Нет
40,3934429,232,"Биология - 80
Химия - 69 Русский язык - 73",10,,3,Согласие
41,3824453,227,"Биология - 79
Химия - 73 Русский язык - 75",0,,2,Нет
42,3681836,225,"Биология - 56
Химия - 80 Русский язык - 81",8,Пр.право,2,Нет
43,4125634,223,"Биология - 65
Химия - 82 Русский язык - 66",10,,1,Согласие
44,3952469,222,"Биология - 68
Химия - 77 Русский язык - 72",5,,2,Нет
45,3582100,222,"Биология - 68
Химия - 73 Русский язык - 75",6,,2,Нет
46,3576070,219,"Биология - 80
Химия - 58 Русский язык - 78",3,Пр.право,1,Нет
47,3855319,219,"Биология - 74
Химия - 66 Русский язык - 72",7,Пр.право,1,Нет
48,4023638,218,"Биология - 77
Химия - 69 Русский язык - 67",5,Пр.право,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
49,3900192,216,"Биология - 77
Химия - 68 Русский язык - 61",10,,1,Согласие
50,3565832,216,"Биология - 75
Химия - 77 Русский язык - 64",0,,1,Нет
51,3990314,216,"Биология - 75
Химия - 65 Русский язык - 69",7,Пр.право,2,Нет
52,3912486,216,"Биология - 58
Химия - 69 Русский язык - 81",8,,2,Нет
53,3866689,215,"Биология - 72
Химия - 71 Русский язык - 72",0,Пр.право,1,Нет
54,3940442,215,"Биология - 70
Химия - 64 Русский язык - 81",0,,2,Нет
55,3749298,213,"Биология - 73
Химия - 77 Русский язык - 60",3,,1,Нет
56,3650712,212,"Биология - 70
Химия - 73 Русский язык - 69",0,,1,Нет
57,3914304,211,"Биология - 68
Химия - 68 Русский язык - 75",0,Пр.право,2,Нет
58,3615652,211,"Биология - 63
Химия - 78 Русский язык - 70",0,,1,Нет
59,4055754,210,"Биология - 77
Химия - 52 Русский язык - 78",3,,1,Нет
60,3780084,207,"Биология - 71
Химия - 70 Русский язык - 66",0,,1,Нет
61,3612843,206,"Биология - 63
Химия - 78 Русский язык - 63",2,,1,Нет
62,3954657,206,"Биология - 56
Химия - 82 Русский язык - 66",2,,2,Нет
63,3952658,206,"Биология - 53
Химия - 75 Русский язык - 78",0,,1,Нет
64,3733092,204,"Биология - 66
Химия - 56 Русский язык - 73",9,,1,Согласие
65,3657714,200,"Биология - 72
Химия - 61 Русский язык - 61",6,,1,Нет
66,3999722,200,"Биология - 71
Химия - 66 Русский язык - 60",3,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
67,4049705,198,"Биология - 71
Химия - 57 Русский язык - 70",0,Пр.право,1,Нет
68,4023934,198,"Биология - 60
Химия - 68 Русский язык - 70",0,,3,Нет
69,3579861,195,"Биология - 71
Химия - 58 Русский язык - 63",3,,2,Нет
70,4126505,193,"Биология - 72
Химия - 55 Русский язык - 63",3,,2,Нет
71,3977993,193,"Биология - 70
Химия - 65 Русский язык - 58",0,,2,Нет
72,3616434,192,"Биология - 63
Химия - 56 Русский язык - 70",3,,1,Нет
73,3741627,192,"Биология - 60
Химия - 69 Русский язык - 63",0,,2,Согласие
74,4091300,190,"Биология - 65
Химия - 55 Русский язык - 63",7,,2,Нет
75,4091292,189,"Биология - 68
Химия - 64 Русский язык - 57",0,,2,Нет
76,3823347,187,"Биология - 55
Химия - 71 Русский язык - 61",0,,1,Нет
77,4010161,184,"Биология - 63
Химия - 55 Русский язык - 66",0,,2,Согласие
78,3778560,183,"Биология - 46
Химия - 62 Русский язык - 69",6,,4,Нет
79,3726870,176,"Биология - 71
Химия - 48 Русский язык - 57",0,,1,Нет
80,3980950,172,"Биология - 43
Химия - 56 Русский язык - 67",6,,1,Нет
81,3656837,171,"Биология - 55
Химия - 58 Русский язык - 58",0,Пр.право,1,Нет
82,3954737,168,"Биология - 55
Химия - 52 Русский язык - 61",0,,1,Нет
83,4191374,167,"Биология - 61
Химия - 39 Русский язык - 67",0,,2,Согласие
84,4155290,164,"Биология - 51
Химия - 56 Русский язык - 57",0,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
85,3639009,162,"Биология - 55
Химия - 52 Русский язык - 55",0,,1,Нет
86,4088591,161,"Биология - 46
Химия - 48 Русский язык - 64",3,,1,Нет
87,3726680,158,"Биология - 46
Химия - 52 Русский язык - 58",2,Пр.право,2,Нет
88,3851854,156,"Биология - 51
Химия - 56 Русский язык - 49",0,,2,Нет
89,3846342,154,"Биология - 53
Химия - 49 Русский язык - 49",3,Пр.право,2,Нет
90,3920124,152,"Биология - 41
Химия - 57 Русский язык - 54",0,,2,Нет
91,3985179,146,"Биология - 46
Химия - 51 Русский язык - 49",0,Пр.право,2,Согласие
92,3624664,136,"Биология - 43
Химия - 42 Русский язык - 51",0,,1,Нет
93,3736995,125,"Биология - 41
Химия - 44 Русский язык - 40",0,Пр.право,1,Нет
94,3911929,85,"Биология - 43
Химия - 0 Русский язык - 42",0,Пр.право,1,Нет
95,3889140,58,"Биология - 0
Химия - 0 Русский язык - 58",0,,1,Согласие
96,4236025,5,,5,Пр.право,1,Согласие
97,3818281,5,,5,,1,Нет
98,3889826,5,,5,,1,Нет
99,3961366,0,,0,Пр.право,2,Нет
100,3597217,0,,0,,1,Нет
101,4048487,0,,0,,2,Нет
102,4099531,0,,0,,1,Нет
103,4239421,0,,0,,2,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ
ПЕНЗЕНСКОЙ ОБЛАСТИ) (Специалитет) Мест: 5",,,,,,,
Предложение РвР № 205489,,,,,,,
1,3971208,271,"Биология - 83
Химия - 84 Русский язык - 94",10,,3,Нет
2,3971257,245,"Биология - 75
Химия - 79 Русский язык - 81",10,,1,Согласие
3,3850544,239,"Биология - 73
Химия - 78",10,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
,,,Русский язык - 78,,,,
4,3904912,225,"Биология - 74
Химия - 82 Русский язык - 69",0,,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА ФГБОУ ВО РЯЗГМУ МИНЗДРАВА РОССИИ)
(Специалитет) Мест: 5",,,,,,,
Предложение РвР № 177027,,,,,,,
1,3593305,269,"Биология - 90
Химия - 97 Русский язык - 72",10,,3,Согласие
2,4244359,268,"Биология - 90
Химия - 93 Русский язык - 70",15,,2,Согласие
3,3905197,249,"Биология - 76
Химия - 88 Русский язык - 72",13,,1,Согласие
4,3632878,245,"Биология - 86
Химия - 71 Русский язык - 78",10,,1,Нет
5,3847857,234,"Биология - 71
Химия - 82 Русский язык - 66",15,Пр.право,1,Согласие
6,3838584,178,"Биология - 51
Химия - 52 Русский язык - 69",6,,1,Нет
7,3588828,162,"Биология - 56
Химия - 51 Русский язык - 55",0,,2,Нет
8,3601465,159,"Биология - 77
Химия - 77",5,,1,Согласие
9,4155622,15,,15,,1,Нет
10,3916361,0,,0,,2,Нет
11,4166674,0,,0,,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ
ТАМБОВСКОЙ ОБЛАСТИ) (Специалитет) Мест: 15",,,,,,,
Предложение РвР № 165524,,,,,,,
1,3628141,280,"Биология - 81
Химия - 100 Русский язык - 89",10,,2,Нет
2,4164858,279,"Биология - 91
Химия - 97 Русский язык - 83",8,,1,Нет
3,3912154,273,"Биология - 77
Химия - 95 Русский язык - 91",10,,1,Нет
4,3958190,272,"Биология - 79
Химия - 100 Русский язык - 83",10,,2,Нет
5,4147738,260,"Биология - 79
Химия - 95 Русский язык - 86",0,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
6,3915766,253,"Биология - 74
Химия - 80 Русский язык - 94",5,,1,Нет
7,4019872,238,"Биология - 78
Химия - 80 Русский язык - 70",10,,2,Нет
8,4172045,236,"Биология - 75
Химия - 79 Русский язык - 72",10,,1,Нет
9,3650712,212,"Биология - 70
Химия - 73 Русский язык - 69",0,,2,Нет
10,3641631,207,"Биология - 72
Химия - 56 Русский язык - 69",10,,1,Согласие
11,4106927,207,"Биология - 65
Химия - 78 Русский язык - 64",0,,1,Нет
12,3948299,207,"Биология - 63
Химия - 71 Русский язык - 73",0,,1,Нет
13,3599559,206,"Биология - 60
Химия - 68 Русский язык - 78",0,,1,Нет
14,3946701,199,"Биология - 60
Химия - 60 Русский язык - 67",12,,1,Нет
15,3639448,167,"Биология - 55
Химия - 46 Русский язык - 63",3,,1,Нет
16,3666823,159,"Биология - 46
Химия - 58 Русский язык - 55",0,,1,Согласие
17,3839295,68,Русский язык - 60,8,,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА УФСИН ПО ТУЛЬСКОЙ ОБЛАСТИ) (Специалитет)
Мест: 2",,,,,,,
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ
КАЛУЖСКОЙ ОБЛАСТИ) (Специалитет) Мест: 2",,,,,,,
Предложение РвР № 177429,,,,,,,
1,3945020,237,"Биология - 77
Химия - 84 Русский язык - 73",3,,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА УФСИН ПО ТАМБОВСКОЙ ОБЛАСТИ)
(Специалитет) Мест: 1",,,,,,,
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА УФСИН ПО КАЛУЖСКОЙ ОБЛАСТИ) (Специалитет)
Мест: 1",,,,,,,
Предложение РвР № 216929,,,,,,,
1,3856890,221,"Биология - 75
Химия - 79 Русский язык - 67",0,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КАЛИНИНГРАДСКОЙ ОБЛАСТИ) (Специалитет)
Мест: 2",,,,,,,
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ
МОСКОВСКОЙ ОБЛАСТИ) (Специалитет) Мест: 44",,,,,,,
Предложение РвР № 192642,,,,,,,
1,3630738,243,"Биология - 78
Химия - 90 Русский язык - 75",0,,1,Согласие
2,3603816,228,"Биология - 78
Химия - 75 Русский язык - 75",0,,1,Нет
3,3866755,210,"Биология - 61
Химия - 80 Русский язык - 61",8,,1,Нет
4,3579861,195,"Биология - 71
Химия - 58 Русский язык - 63",3,,1,Нет
5,3850264,172,"Биология - 48
Химия - 47 Русский язык - 67",10,,1,Нет
6,4011721,3,,3,,1,Согласие
7,3559933,0,,0,,1,Нет
8,3649183,0,,0,,1,Нет
Предложение РвР № 192698,,,,,,,
1,3625563,240,"Биология - 74
Химия - 77 Русский язык - 81",8,,1,Нет
2,3828885,228,"Биология - 70
Химия - 91 Русский язык - 67",0,,1,Согласие
3,3578862,228,"Биология - 66
Химия - 79 Русский язык - 83",0,,1,Согласие
4,3793358,226,"Биология - 79
Химия - 70 Русский язык - 72",5,,1,Согласие
5,3619795,209,"Биология - 71
Химия - 75 Русский язык - 63",0,,1,Согласие
Предложение РвР № 192687,,,,,,,
1,3710326,277,"Биология - 86
Химия - 100 Русский язык - 83",8,,2,Согласие
2,4062998,264,"Биология - 80
Химия - 99 Русский язык - 75",10,,1,Согласие
3,3559911,247,"Биология - 74
Химия - 91 Русский язык - 72",10,,1,Согласие
4,3891569,225,"Биология - 79
Химия - 68",0,,1,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
,,,Русский язык - 78,,,,
5,3911856,212,"Биология - 71
Химия - 69 Русский язык - 72",0,,1,Согласие
6,4008044,200,"Биология - 63
Химия - 74 Русский язык - 63",0,,2,Нет
7,4025146,195,"Биология - 63
Химия - 55 Русский язык - 72",5,,1,Согласие
8,3792243,179,"Биология - 51
Химия - 61 Русский язык - 60",7,,1,Согласие
9,3608860,150,"Биология - 48
Химия - 51 Русский язык - 51",0,,1,Нет
10,3588032,5,,5,,1,Нет
11,3679920,5,,5,,1,Нет
12,3606971,5,,5,,1,Согласие
13,3670427,0,,0,,1,Нет
Предложение РвР № 226830,,,,,,,
1,3955599,260,"Биология - 85
Химия - 84 Русский язык - 91",0,,1,Нет
2,4220971,250,"Биология - 74
Химия - 95 Русский язык - 73",8,,3,Нет
3,3981760,208,"Биология - 72
Химия - 70 Русский язык - 66",0,,1,Согласие
4,3976731,208,"Биология - 61
Химия - 65 Русский язык - 72",10,,1,Согласие
5,3560792,207,"Биология - 66
Химия - 77 Русский язык - 61",3,Пр.право,1,Согласие
6,3895925,206,"Биология - 56
Химия - 75 Русский язык - 75",0,,1,Нет
7,3643905,202,"Биология - 61
Химия - 77 Русский язык - 64",0,,1,Согласие
Предложение РвР № 226856,,,,,,,
1,3569912,266,"Биология - 73
Химия - 100 Русский язык - 83",10,,2,Согласие
2,3968913,189,"Биология - 60
Химия - 74 Русский язык - 55",0,,1,Нет
3,4099090,150,"Биология - 46
Химия - 46 Русский язык - 58",0,Пр.право,3,Нет
4,4032915,5,,5,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
Предложение РвР № 226109,,,,,,,
